Level	Rule Name	Subject	Property	Value
WARN	missing_definition	BFO:0000001	IAO:0000115	
WARN	missing_definition	BFO:0000002	IAO:0000115	
WARN	missing_definition	BFO:0000003	IAO:0000115	
WARN	missing_definition	BFO:0000004	IAO:0000115	
WARN	missing_definition	BFO:0000006	IAO:0000115	
WARN	missing_definition	BFO:0000008	IAO:0000115	
WARN	missing_definition	BFO:0000009	IAO:0000115	
WARN	missing_definition	BFO:0000011	IAO:0000115	
WARN	missing_definition	BFO:0000015	IAO:0000115	
WARN	missing_definition	BFO:0000016	IAO:0000115	
WARN	missing_definition	BFO:0000017	IAO:0000115	
WARN	missing_definition	BFO:0000018	IAO:0000115	
WARN	missing_definition	BFO:0000019	IAO:0000115	
WARN	missing_definition	BFO:0000020	IAO:0000115	
WARN	missing_definition	BFO:0000023	IAO:0000115	
WARN	missing_definition	BFO:0000024	IAO:0000115	
WARN	missing_definition	BFO:0000026	IAO:0000115	
WARN	missing_definition	BFO:0000027	IAO:0000115	
WARN	missing_definition	BFO:0000028	IAO:0000115	
WARN	missing_definition	BFO:0000029	IAO:0000115	
WARN	missing_definition	BFO:0000030	IAO:0000115	
WARN	missing_definition	BFO:0000031	IAO:0000115	
WARN	missing_definition	BFO:0000034	IAO:0000115	
WARN	missing_definition	BFO:0000035	IAO:0000115	
WARN	missing_definition	BFO:0000038	IAO:0000115	
WARN	missing_definition	BFO:0000040	IAO:0000115	
WARN	missing_definition	BFO:0000140	IAO:0000115	
WARN	missing_definition	BFO:0000141	IAO:0000115	
WARN	missing_definition	BFO:0000142	IAO:0000115	
WARN	missing_definition	BFO:0000144	IAO:0000115	
WARN	missing_definition	BFO:0000145	IAO:0000115	
WARN	missing_definition	BFO:0000146	IAO:0000115	
WARN	missing_definition	BFO:0000147	IAO:0000115	
WARN	missing_definition	BFO:0000148	IAO:0000115	
WARN	missing_definition	BFO:0000182	IAO:0000115	
WARN	missing_definition	dc:license	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#6-hydroxydopamine_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#ANK3_conditional_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#ANK3_disruption_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#ATP1A2_heterozygous_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Addison's_disease	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Asperger_syndrome	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#BCL2_heterozygous_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#BDNF_haploinsufficient_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Barratt_impulsivity_scale	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Barron_Welsh_art_scale	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Beck_depression_inventory	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Bonn_scale_for_the_assessment_of_basic_symptoms	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Broca's_area	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_10	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_11	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_18	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_19	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_24	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_25	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_32	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_44	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_46	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_47	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_8	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_(1909)_area_9	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Brodmann_area	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#CA1_field_of_hippocampus	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#CA4_field_of_hippocampus	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#CLOCK_delta_19_mutant_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#CLOCK_knockdown_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Caenorhabditis_elegans	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#California_verbal_learning_test	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Camberwell_assessment_of_need	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Cambridge_gamble_task	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Cambridge_neuropsychological_automated_testing_battery_assessment	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Capgras_syndrome	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Creutzfeldt-Jakob_disease	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Crohn's_disease	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#D1R_overexpression_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#DAT_knockdown_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#DAT_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#DBP_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#DISC1_mutant_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Danio_rerio	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Dartmouth_assessment_of_lifestyle_instrument	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Drosophila_melanogaster	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#ERBB_signaling_pathway	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#ERK1_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Epstein-Barr_virus_infection	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#Eukaryota	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#GCLM_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#GRIK2_knockout_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#GSK3B_haploinsufficient_mutant_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#GSK3B_overexpressing_mouse_model	IAO:0000115	
WARN	missing_definition	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#G_protein-coupled_receptor_signaling_pathway	IAO:0000115	
